# Centroids:
0.3539849171,0.6473669813
# Centroids:
0.5740772464,0.4154777056
# Centroids:
0.747617207,0.7299299819
# Centroids:
0.3213154582,0.6697182607
# Centroids:
0.547463377,0.4260984299
# Centroids:
0.730931996,0.7164270815
# Centroids:
0.3057167091,0.6873357436
# Centroids:
0.5312243672,0.4333323073
# Centroids:
0.7256364148,0.7101825579
# Centroids:
0.2958695452,0.7051361584
# Centroids:
0.5161892624,0.4379103782
# Centroids:
0.7221753353,0.7064942734
# Centroids:
0.2910735082,0.7135644309
# Centroids:
0.5075900298,0.4392366919
# Centroids:
0.7198623367,0.7015550575
# Centroids:
0.2841356584,0.7207040161
# Centroids:
0.5027075937,0.4415742989
# Centroids:
0.7159724848,0.6992826256
# Centroids:
0.2824068557,0.7277942174
# Centroids:
0.4965561435,0.4431743842
# Centroids:
0.71595286,0.696547507
# Centroids:
0.2801708025,0.7294417699
# Centroids:
0.494352509,0.4440729418
# Centroids:
0.7152721667,0.6943384233
# Centroids:
0.2787819362,0.7317811533
# Centroids:
0.4931922986,0.4453091306
# Centroids:
0.7152721667,0.6943384233
# Centroids:
0.2759850098,0.7328426767
# Centroids:
0.4928796695,0.4461299711
# Centroids:
0.7138890116,0.6944122071
# Centroids:
0.2731406386,0.7342094972
# Centroids:
0.4925657473,0.4479943165
# Centroids:
0.7138890116,0.6944122071
# Centroids:
0.2731406386,0.7342094972
# Centroids:
0.4925657473,0.4479943165
# Centroids:
0.7138890116,0.6944122071
